County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
Thurston,Olympia,WA,98501,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,257646371,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010700
Yakima,Yakima,WA,98908,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,14,109652714,POINT (-120.60272 46.59656),PACIFICORP,53077000401
Thurston,Olympia,WA,98513,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,2,229980166,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011624
Kitsap,Silverdale,WA,98383,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,105026694,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,256192716,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332
Snohomish,Lynnwood,WA,98036,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,1,259724412,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,257700908,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922
King,Seattle,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,43,475151967,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100
King,Seattle,WA,98115,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,46,441522308,POINT (-122.31676 47.68156),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004000
Thurston,Tumwater,WA,98512,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,275889561,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910
King,Seattle,WA,98115,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,190415459,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900
King,Issaquah,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,5,8149389,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
King,Kent,WA,98030,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,47,2743037,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604
Yakima,Yakima,WA,98902,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,143594216,POINT (-120.52401 46.59739),PACIFICORP,53077000800
Kitsap,Kingston,WA,98346,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,23,276153769,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
Yakima,Yakima,WA,98902,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,237588347,POINT (-120.52401 46.59739),PACIFICORP,53077001000
Thurston,Olympia,WA,98501,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,211891319,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010400
Kitsap,Port Orchard,WA,98367,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,26,1860498,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092802
King,Seattle,WA,98112,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,43,320354576,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,244433787,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010802
Skagit,Mount Vernon,WA,98274,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,10,256040396,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952401
Snohomish,Everett,WA,98204,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,21,255994532,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041813
Snohomish,Everett,WA,98208,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44,327948176,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052114
Thurston,Olympia,WA,98502,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,249879934,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
Island,Langley,WA,98260,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,124375758,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
King,Kent,WA,98031,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,47,158177638,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504
Snohomish,Monroe,WA,98272,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,39,228248450,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
Snohomish,Mukilteo,WA,98275,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,21,258959130,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
Snohomish,Brier,WA,98036,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,1,181383506,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
King,Renton,WA,98056,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,0,41,263258936,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
Yakima,Yakima,WA,98902,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,220047684,POINT (-120.52401 46.59739),PACIFICORP,53077000500
Spokane,Cheney,WA,99004,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,6,272111962,POINT (-117.57445 47.48928),CITY OF CHENEY - (WA),53063014002
Grant,Royal City,WA,99357,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,13,183391960,POINT (-119.63136 46.90248),PUD NO 2 OF GRANT COUNTY,53025011405
Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,478792107,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035091002
King,Seatac,WA,98188,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,33,238042913,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028403
Kitsap,Kingston,WA,98346,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,252285106,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,475933517,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609
Snohomish,Snohomish,WA,98296,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,257528862,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,12,195104465,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007960801
Kitsap,Poulsbo,WA,98370,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,23,276297402,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
Yakima,Yakima,WA,98902,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,14,144132026,POINT (-120.52401 46.59739),PACIFICORP,53077001100
King,Seattle,WA,98126,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,196586694,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009900
King,Snoqualmie,WA,98065,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,5,208983841,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032604
Kitsap,Bremerton,WA,98312,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,35,3448378,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035080700
Thurston,Olympia,WA,98513,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,116607347,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332
Whitman,Pullman,WA,99163,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,260755729,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
Kitsap,Bainbridge Island,WA,98110,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23,325202573,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,122354998,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091301
Snohomish,Everett,WA,98204,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,272577609,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041805
Snohomish,Everett,WA,98208,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,44,220395360,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
King,Seattle,WA,98117,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,36,324012993,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702
King,Seattle,WA,98117,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,36,230172001,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100
King,Redmond,WA,98053,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,349027073,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
Skagit,La Conner,WA,98257,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,219341041,POINT (-122.49724 48.38874),PUGET SOUND ENERGY INC,53057940801
King,Seattle,WA,98125,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,46,275784771,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201
Thurston,Lacey,WA,98516,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,22,475434872,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
King,Seattle,WA,98115,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,272139801,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500
Kitsap,Port Orchard,WA,98366,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,26,111492391,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092704
Snohomish,Marysville,WA,98270,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,39,475471818,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052709
King,Seattle,WA,98103,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,46,176206866,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
Snohomish,Bothell,WA,98021,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,272360014,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916
Snohomish,Edmonds,WA,98026,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,276239330,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
King,Redmond,WA,98052,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,45,117973411,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
Yakima,Yakima,WA,98903,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,192346066,POINT (-120.4778 46.55351),PACIFICORP,53077002803
Whitman,Pullman,WA,99163,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,274909771,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
Snohomish,Arlington,WA,98223,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,39,126044187,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061052701
Thurston,Olympia,WA,98512,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,35,260649693,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011810
Thurston,Olympia,WA,98513,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,2,215761885,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332
Skagit,Burlington,WA,98233,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,265147263,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951900
Island,Oak Harbor,WA,98277,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,10,175448745,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970602
Skagit,Sedro-Woolley,WA,98284,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39,2042918,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,53057951400
Snohomish,Mill Creek,WA,98012,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,44,192025704,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052008
Snohomish,Woodway,WA,98020,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,235292851,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050600
Skagit,Bow,WA,98232,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,40,342689273,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801
Kitsap,Port Orchard,WA,98367,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,26,178997850,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092102
Snohomish,Sultan,WA,98294,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,39,268258826,POINT (-121.81688 47.8623),PUGET SOUND ENERGY INC,53061053802
Kitsap,Bremerton,WA,98312,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,35,270168363,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035080700
Kitsap,Kingston,WA,98346,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,267053321,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035940000
Snohomish,Monroe,WA,98272,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,39,109433908,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052206
King,Renton,WA,98056,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,11,322471348,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202
Snohomish,Mukilteo,WA,98275,2016,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62,0,21,176029381,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
Grant,Moses Lake,WA,98837,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,13,244922849,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011102
Kittitas,Cle Elum,WA,98922,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,13,240603562,POINT (-120.93943 47.195),PUGET SOUND ENERGY INC,53037975102
Snohomish,Everett,WA,98208,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,44,161927440,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605
Walla Walla,Walla Walla,WA,99362,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,16,196556202,POINT (-118.34261 46.07068),PACIFICORP,53071920702
Grant,Quincy,WA,98848,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,12,261203694,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY,53025010500
Snohomish,Everett,WA,98204,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,103426158,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041812
Walla Walla,Walla Walla,WA,99362,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,16,204897983,POINT (-118.34261 46.07068),PACIFICORP,53071920200
Snohomish,Lynnwood,WA,98037,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,21,207302462,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
Island,Langley,WA,98260,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,10,258977946,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
Kitsap,Poulsbo,WA,98370,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23,175766909,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
Snohomish,Everett,WA,98208,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,44,167139570,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605
King,Kirkland,WA,98034,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,45,167046911,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
Island,Greenbank,WA,98253,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,127230512,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302
Kitsap,Bremerton,WA,98337,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,26,253971161,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081400
Snohomish,Lynnwood,WA,98037,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,193864884,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
Skagit,Mount Vernon,WA,98273,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,132635814,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952100
Snohomish,Lynnwood,WA,98037,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,32,219028162,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
Snohomish,Bothell,WA,98012,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,319370663,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933
Snohomish,Bothell,WA,98021,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,111723769,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
Whitman,Pullman,WA,99163,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,272764719,POINT (-117.18147 46.73015),AVISTA CORP,53075000201
